process,workcenter,cap,intervalTime,numRate,product
3,8,46,0,1,227
4,2,21,60,1,227
5,5,25,35,1,227
6,7,15,7,1,227
7,9,30,48,1,227
8,5,26,53,1,227
9,10,52,46,1,227
10,2,21,25,1,227
11,5,13,30,1,227
12,4,47,26,1,227
13,5,54,53,1,227
14,8,36,29,1,227
1,3,32,7,1,228
2,3,14,15,1,228
3,4,33,2,1,228
4,8,49,19,1,228
5,2,32,44,1,228
6,5,57,13,1,228
7,7,19,41,1,228
8,9,49,26,1,228
9,1,22,35,1,228
10,5,46,0,1,228
11,10,45,51,1,228
12,2,17,32,1,228
13,5,32,9,1,228
14,9,14,54,1,228
15,4,56,9,1,228
16,10,21,47,1,228
1,3,49,10,1,229
2,2,16,23,1,229
3,3,59,55,1,229
4,4,36,1,1,229
5,7,46,27,1,229
6,5,38,58,1,229
7,7,37,8,1,229
8,9,22,39,1,229
9,5,46,41,1,229
10,2,52,14,1,229
11,5,52,3,1,229
12,4,47,27,1,229
13,5,51,60,1,229
14,4,18,28,1,229
15,5,36,18,1,229
1,3,13,43,1,230
2,9,13,18,1,230
3,5,36,17,1,230
4,5,14,25,1,230
5,9,50,48,1,230
6,8,60,20,1,230
7,9,21,9,1,230
1,3,35,0,1,231
2,9,43,18,1,231
3,2,51,31,1,231
4,5,16,17,1,231
5,9,50,10,1,231
6,4,45,14,1,231
1,3,51,36,1,232
2,3,52,3,1,232
3,4,13,55,1,232
4,8,13,57,1,232
5,5,47,55,1,232
6,7,22,41,1,232
7,8,31,57,1,232
8,9,54,49,1,232
9,10,42,30,1,232
10,2,54,41,1,232
11,5,25,12,1,232
12,10,19,9,1,232
1,3,41,53,1,233
2,9,52,53,1,233
3,5,19,2,1,233
4,5,50,8,1,233
5,9,19,55,1,233
6,3,32,47,1,233
7,8,25,27,1,233
8,9,50,42,1,233
1,3,45,23,1,234
2,3,30,55,1,234
3,5,17,51,1,234
4,7,20,27,1,234
5,9,58,25,1,234
6,5,42,43,1,234
7,2,14,22,1,234
8,4,29,21,1,234
9,5,15,27,1,234
1,3,23,56,1,235
2,3,48,57,1,235
3,5,45,11,1,235
4,7,26,5,1,235
5,9,45,53,1,235
6,5,59,39,1,235
7,10,56,6,1,235
8,5,58,0,1,235
9,4,39,59,1,235
1,3,17,9,1,236
2,9,47,57,1,236
3,5,26,37,1,236
4,2,59,15,1,236
5,5,33,59,1,236
6,9,32,58,1,236
7,8,38,29,1,236
8,9,17,17,1,236
1,3,18,56,1,237
2,3,56,34,1,237
3,5,59,35,1,237
4,7,50,7,1,237
5,9,38,23,1,237
6,4,25,8,1,237
7,5,17,44,1,237
1,3,22,42,1,238
2,3,46,59,1,238
3,4,28,4,1,238
4,8,30,33,1,238
5,5,41,55,1,238
6,7,36,18,1,238
7,9,17,24,1,238
8,5,29,45,1,238
9,4,58,9,1,238
10,5,55,23,1,238
11,5,31,50,1,238
1,3,22,5,1,239
2,3,57,25,1,239
3,4,38,39,1,239
4,4,20,25,1,239
5,8,35,36,1,239
6,5,35,30,1,239
7,7,52,23,1,239
8,9,17,34,1,239
9,5,40,48,1,239
10,8,26,49,1,239
11,4,16,51,1,239
12,5,13,0,1,239
13,5,40,35,1,239
1,3,45,24,1,240
2,9,56,24,1,240
3,5,21,30,1,240
4,2,48,43,1,240
5,5,19,59,1,240
6,9,24,49,1,240
7,8,26,42,1,240
8,9,22,60,1,240
1,3,34,8,1,241
2,3,26,39,1,241
3,4,16,47,1,241
4,9,23,20,1,241
5,8,14,15,1,241
6,2,59,2,1,241
7,5,41,6,1,241
8,7,17,38,1,241
9,9,48,7,1,241
10,10,55,9,1,241
11,10,57,57,1,241
12,1,52,56,1,241
13,5,13,50,1,241
14,4,20,10,1,241
15,5,21,57,1,241
16,8,46,16,1,241
1,8,47,34,1,242
2,3,46,20,1,242
3,7,37,10,1,242
4,7,30,33,1,242
5,2,37,37,1,242
6,5,60,50,1,242
7,7,34,17,1,242
8,9,32,55,1,242
9,9,51,44,1,242
10,5,29,18,1,242
11,5,16,28,1,242
12,9,29,45,1,242
1,3,22,9,1,243
2,3,45,31,1,243
3,5,57,58,1,243
4,7,54,55,1,243
5,9,23,55,1,243
6,10,35,18,1,243
7,4,48,47,1,243
8,5,24,44,1,243
9,5,18,20,1,243
10,6,20,7,1,243
1,3,55,31,1,244
2,3,54,51,1,244
3,4,59,29,1,244
4,9,51,14,1,244
5,2,28,41,1,244
6,5,26,33,1,244
7,7,35,46,1,244
8,9,27,39,1,244
9,1,26,6,1,244
10,5,47,30,1,244
1,3,58,28,1,245
2,3,16,34,1,245
3,4,19,2,1,245
4,5,56,53,1,245
5,7,48,16,1,245
6,9,41,54,1,245
7,10,49,39,1,245
8,5,32,58,1,245
9,10,21,35,1,245
1,3,46,9,1,246
2,3,24,36,1,246
3,4,46,9,1,246
4,9,56,5,1,246
5,2,54,17,1,246
6,5,34,19,1,246
7,7,20,45,1,246
8,9,35,14,1,246
9,1,38,36,1,246
10,7,51,43,1,246
11,10,28,4,1,246
12,1,48,57,1,246
13,5,58,18,1,246
14,5,29,24,1,246
1,3,39,55,1,247
2,9,49,30,1,247
3,5,48,48,1,247
4,5,26,37,1,247
5,9,16,27,1,247
6,8,48,44,1,247
7,9,30,58,1,247
1,3,53,26,1,248
2,2,24,58,1,248
3,3,29,54,1,248
4,8,49,35,1,248
5,5,24,36,1,248
6,7,31,12,1,248
7,9,44,11,1,248
8,5,34,19,1,248
9,9,17,19,1,248
10,5,55,0,1,248
11,6,31,57,1,248
12,8,48,14,1,248
13,4,31,31,1,248
14,5,23,57,1,248
15,5,48,5,1,248
1,3,15,6,1,249
2,3,32,3,1,249
3,4,31,26,1,249
4,8,31,43,1,249
5,5,17,41,1,249
6,7,35,1,1,249
7,9,32,22,1,249
8,5,23,23,1,249
9,10,25,29,1,249
10,2,57,44,1,249
11,4,23,35,1,249
12,5,31,18,1,249
1,3,44,41,1,250
2,3,35,54,1,250
3,4,33,26,1,250
4,8,57,45,1,250
5,5,20,58,1,250
6,7,26,47,1,250
7,8,16,6,1,250
8,9,14,54,1,250
9,10,53,1,1,250
10,2,49,3,1,250
11,5,54,40,1,250
12,9,43,56,1,250
13,10,15,60,1,250
1,3,37,34,1,251
2,3,31,34,1,251
3,4,49,30,1,251
4,6,21,13,1,251
5,8,44,13,1,251
6,2,45,47,1,251
7,3,38,1,1,251
8,5,45,19,1,251
9,7,50,19,1,251
10,8,31,6,1,251
11,9,51,0,1,251
12,5,34,23,1,251
13,10,42,59,1,251
14,2,32,26,1,251
15,6,40,3,1,251
16,8,52,45,1,251
17,5,24,18,1,251
1,3,17,14,1,252
2,3,43,50,1,252
3,4,43,53,1,252
4,8,25,23,1,252
5,5,22,35,1,252
6,7,31,35,1,252
7,8,20,12,1,252
8,9,49,0,1,252
9,1,44,3,1,252
10,10,46,6,1,252
11,2,20,19,1,252
12,8,28,19,1,252
13,5,31,28,1,252
14,9,16,5,1,252
15,10,18,59,1,252
1,3,20,36,1,253
2,3,39,36,1,253
3,4,22,29,1,253
4,6,17,35,1,253
5,8,18,46,1,253
6,2,39,5,1,253
7,5,21,45,1,253
8,7,20,43,1,253
9,8,44,45,1,253
10,9,25,48,1,253
11,1,57,56,1,253
12,10,41,5,1,253
13,2,13,7,1,253
14,5,31,16,1,253
15,9,59,25,1,253
16,10,44,54,1,253
1,3,34,9,1,254
2,3,39,20,1,254
3,4,30,56,1,254
4,8,28,14,1,254
5,10,15,43,1,254
6,2,52,37,1,254
7,5,56,8,1,254
8,7,50,27,1,254
9,9,52,55,1,254
10,5,30,56,1,254
11,10,53,12,1,254
12,2,51,27,1,254
13,5,13,5,1,254
14,6,18,31,1,254
15,5,33,48,1,254
16,4,37,41,1,254
17,10,59,40,1,254
1,3,17,30,1,255
2,3,40,28,1,255
3,9,43,16,1,255
4,5,20,16,1,255
5,7,41,36,1,255
6,9,23,58,1,255
7,10,37,3,1,255
8,1,15,40,1,255
9,4,42,54,1,255
10,5,13,36,1,255
11,7,32,5,1,255
1,3,29,55,1,256
2,3,60,16,1,256
3,2,39,18,1,256
4,5,22,21,1,256
5,7,50,1,1,256
6,9,51,6,1,256
7,10,53,41,1,256
8,1,47,60,1,256
9,1,25,19,1,256
10,5,18,19,1,256
1,3,36,39,1,257
2,3,44,38,1,257
3,5,13,15,1,257
4,7,33,27,1,257
5,9,59,19,1,257
6,5,36,4,1,257
1,3,46,9,1,258
2,3,14,16,1,258
3,4,53,46,1,258
4,8,60,3,1,258
5,5,38,21,1,258
6,7,34,23,1,258
7,9,25,49,1,258
8,5,39,11,1,258
9,10,60,8,1,258
10,4,15,38,1,258
11,5,46,47,1,258
12,5,26,55,1,258
1,3,35,41,1,259
2,3,34,59,1,259
3,5,16,43,1,259
4,7,45,36,1,259
5,9,45,5,1,259
6,10,40,35,1,259
7,4,37,36,1,259
8,5,22,15,1,259
1,3,56,30,1,260
2,3,45,14,1,260
3,8,49,4,1,260
4,10,19,0,1,260
5,2,18,12,1,260
6,5,58,21,1,260
7,7,42,21,1,260
8,8,50,24,1,260
9,9,24,45,1,260
10,7,29,5,1,260
11,10,30,34,1,260
12,2,35,56,1,260
13,6,59,18,1,260
14,5,59,60,1,260
15,4,57,22,1,260
16,5,27,35,1,260
17,10,38,29,1,260
1,3,36,10,1,261
2,3,23,18,1,261
3,4,57,22,1,261
4,6,39,5,1,261
5,8,14,11,1,261
6,10,29,53,1,261
7,5,30,40,1,261
8,7,41,38,1,261
9,8,48,29,1,261
10,9,25,0,1,261
11,10,44,41,1,261
12,2,40,36,1,261
13,6,45,5,1,261
14,8,58,48,1,261
15,5,18,1,1,261
16,4,45,48,1,261
1,3,45,4,1,262
2,9,53,24,1,262
3,5,52,7,1,262
4,2,25,51,1,262
5,5,24,10,1,262
6,9,57,42,1,262
7,3,42,46,1,262
8,8,32,55,1,262
9,9,48,43,1,262
1,3,55,44,1,263
2,3,27,39,1,263
3,8,27,54,1,263
4,5,16,53,1,263
5,7,46,8,1,263
6,8,31,10,1,263
7,9,14,35,1,263
8,2,36,56,1,263
9,8,32,39,1,263
10,4,27,5,1,263
11,5,38,37,1,263
12,4,24,49,1,263
1,3,51,4,1,264
2,3,30,43,1,264
3,4,41,28,1,264
4,6,52,35,1,264
5,8,28,37,1,264
6,5,40,23,1,264
7,7,55,24,1,264
8,8,14,18,1,264
9,9,53,23,1,264
10,10,59,19,1,264
11,2,28,51,1,264
12,3,54,19,1,264
13,5,50,60,1,264
14,10,23,36,1,264
1,3,21,33,1,265
2,9,52,45,1,265
3,5,15,30,1,265
4,5,49,14,1,265
5,9,37,16,1,265
6,8,22,1,1,265
7,9,14,54,1,265
1,3,33,0,1,266
2,3,31,1,1,266
3,5,49,38,1,266
4,9,49,42,1,266
5,5,17,29,1,266
1,3,13,1,1,267
2,3,23,22,1,267
3,4,59,10,1,267
4,6,41,4,1,267
5,8,55,9,1,267
6,10,13,21,1,267
7,2,47,9,1,267
8,5,47,5,1,267
9,7,16,37,1,267
10,8,25,31,1,267
11,9,53,44,1,267
12,7,24,51,1,267
13,10,27,49,1,267
14,2,15,13,1,267
15,6,40,42,1,267
16,8,50,52,1,267
17,5,15,15,1,267
18,4,56,33,1,267
19,10,59,27,1,267
1,3,45,9,1,268
2,3,14,24,1,268
3,4,33,20,1,268
4,8,25,6,1,268
5,2,32,41,1,268
6,5,42,21,1,268
7,7,37,33,1,268
8,9,23,32,1,268
9,5,19,28,1,268
10,5,33,45,1,268
1,3,48,58,1,269
2,3,43,56,1,269
3,8,48,55,1,269
4,5,14,39,1,269
5,7,24,45,1,269
6,9,32,55,1,269
7,5,21,17,1,269
8,10,23,51,1,269
9,2,25,33,1,269
10,8,56,56,1,269
11,5,34,14,1,269
12,7,51,60,1,269
1,3,52,2,1,270
2,3,41,36,1,270
3,4,25,47,1,270
4,8,47,48,1,270
5,5,27,3,1,270
6,7,44,19,1,270
7,9,49,21,1,270
8,1,51,16,1,270
9,5,29,59,1,270
10,10,25,15,1,270
11,2,28,6,1,270
12,5,37,3,1,270
13,5,49,53,1,270
14,10,22,32,1,270
1,3,32,16,1,271
2,9,57,33,1,271
3,5,58,60,1,271
4,5,55,10,1,271
5,9,37,19,1,271
6,8,34,44,1,271
7,9,28,4,1,271
1,3,27,51,1,272
2,3,13,17,1,272
3,4,37,20,1,272
4,8,52,33,1,272
5,5,32,7,1,272
6,7,39,12,1,272
7,8,57,52,1,272
8,9,52,38,1,272
9,7,45,54,1,272
10,10,21,52,1,272
11,5,30,60,1,272
1,3,56,2,1,273
2,3,14,25,1,273
3,5,44,10,1,273
4,7,35,38,1,273
5,9,51,60,1,273
6,8,42,54,1,273
7,4,49,52,1,273
8,5,35,7,1,273
9,5,52,29,1,273
1,3,20,46,1,274
2,3,32,9,1,274
3,4,50,42,1,274
4,2,39,12,1,274
5,5,46,29,1,274
6,7,50,59,1,274
7,9,36,59,1,274
8,5,43,21,1,274
9,5,22,30,1,274
1,3,24,8,1,275
2,3,27,44,1,275
3,5,25,29,1,275
4,7,55,27,1,275
5,9,25,4,1,275
6,5,20,9,1,275
7,5,24,56,1,275
1,3,40,23,1,276
2,3,14,48,1,276
3,8,14,8,1,276
4,10,60,8,1,276
5,2,42,30,1,276
6,5,45,15,1,276
7,7,49,37,1,276
8,9,45,18,1,276
9,10,38,7,1,276
10,2,44,15,1,276
11,5,55,42,1,276
12,1,58,47,1,276
13,4,17,53,1,276
1,3,47,54,1,277
2,9,48,15,1,277
3,5,33,40,1,277
4,5,56,20,1,277
5,9,58,8,1,277
6,10,37,26,1,277
7,3,60,29,1,277
8,8,54,37,1,277
9,9,42,12,1,277
1,3,57,23,1,278
2,3,49,18,1,278
3,5,29,60,1,278
4,7,39,33,1,278
5,9,51,52,1,278
6,5,58,53,1,278
7,5,40,9,1,278
1,3,53,22,1,279
2,3,26,57,1,279
3,4,28,55,1,279
4,5,21,30,1,279
5,7,29,53,1,279
6,9,30,31,1,279
7,5,58,46,1,279
8,2,57,36,1,279
9,4,18,17,1,279
10,5,15,38,1,279
11,5,57,9,1,279
1,3,25,13,1,280
2,3,13,5,1,280
3,4,36,8,1,280
4,8,22,13,1,280
5,5,43,11,1,280
6,7,23,59,1,280
7,8,21,4,1,280
8,9,50,36,1,280
9,10,19,41,1,280
10,2,27,5,1,280
11,5,53,18,1,280
12,6,15,24,1,280
13,5,35,44,1,280
14,4,51,45,1,280
1,3,40,20,1,281
2,3,45,33,1,281
3,2,23,31,1,281
4,5,17,12,1,281
5,7,24,44,1,281
6,9,15,22,1,281
7,5,60,45,1,281
8,7,53,51,1,281
9,10,19,47,1,281
10,2,27,59,1,281
11,6,28,60,1,281
12,5,33,16,1,281
13,5,44,32,1,281
14,10,37,30,1,281
1,3,51,10,1,282
2,3,56,34,1,282
3,8,14,46,1,282
4,10,49,45,1,282
5,2,16,10,1,282
6,5,46,6,1,282
7,7,33,52,1,282
8,9,55,3,1,282
9,10,39,27,1,282
10,2,32,4,1,282
11,5,27,0,1,282
12,1,36,34,1,282
13,4,16,8,1,282
1,3,27,15,1,283
2,3,49,1,1,283
3,5,34,16,1,283
4,7,27,48,1,283
5,9,37,12,1,283
6,4,22,30,1,283
7,5,51,4,1,283
1,3,42,8,1,284
2,9,31,2,1,284
3,5,20,38,1,284
4,9,58,1,1,284
5,1,51,39,1,284
6,4,40,1,1,284
1,3,60,15,1,285
2,3,36,58,1,285
3,6,18,18,1,285
4,2,50,19,1,285
5,5,20,24,1,285
6,7,47,0,1,285
7,9,13,60,1,285
8,1,33,6,1,285
9,10,22,23,1,285
10,5,35,53,1,285
11,4,22,16,1,285
1,3,13,19,1,286
2,3,55,51,1,286
3,4,50,59,1,286
4,2,26,6,1,286
5,5,23,24,1,286
6,7,29,33,1,286
7,9,32,15,1,286
8,5,19,3,1,286
9,4,59,46,1,286
1,3,56,15,1,287
2,3,25,8,1,287
3,4,14,26,1,287
4,5,41,30,1,287
5,7,31,29,1,287
6,9,52,3,1,287
7,5,49,5,1,287
8,4,57,13,1,287
9,5,51,57,1,287
10,5,39,49,1,287
1,3,13,34,1,288
2,3,41,28,1,288
3,4,53,28,1,288
4,9,32,28,1,288
5,5,52,19,1,288
6,7,17,27,1,288
7,9,49,24,1,288
8,1,13,32,1,288
9,1,21,42,1,288
10,4,57,4,1,288
11,5,29,22,1,288
12,5,32,54,1,288
1,3,32,3,1,289
2,3,19,47,1,289
3,4,42,34,1,289
4,8,51,45,1,289
5,5,59,49,1,289
6,7,27,34,1,289
7,9,41,5,1,289
8,5,24,24,1,289
9,2,32,13,1,289
10,6,49,7,1,289
11,5,60,56,1,289
12,9,31,41,1,289
1,3,20,54,1,290
2,3,31,39,1,290
3,4,14,60,1,290
4,8,37,2,1,290
5,10,33,28,1,290
6,5,50,21,1,290
7,7,33,37,1,290
8,9,15,45,1,290
9,5,16,23,1,290
10,7,19,0,1,290
11,10,57,38,1,290
12,2,24,34,1,290
13,6,17,5,1,290
14,5,25,60,1,290
15,9,37,24,1,290
16,4,25,52,1,290
17,5,26,41,1,290
18,10,44,27,1,290
1,3,26,13,1,291
2,3,30,56,1,291
3,4,40,50,1,291
4,6,31,45,1,291
5,8,44,4,1,291
6,10,38,13,1,291
7,2,45,50,1,291
8,5,33,53,1,291
9,7,29,26,1,291
10,9,31,24,1,291
11,5,60,38,1,291
12,7,16,4,1,291
13,10,14,27,1,291
14,2,56,27,1,291
15,6,53,20,1,291
16,5,55,37,1,291
17,4,55,32,1,291
18,5,33,48,1,291
19,10,28,49,1,291
1,3,23,59,1,292
2,3,48,32,1,292
3,4,30,36,1,292
4,8,16,0,1,292
5,5,24,26,1,292
6,7,31,16,1,292
7,9,56,18,1,292
8,5,54,38,1,292
9,6,30,43,1,292
10,2,59,0,1,292
11,5,14,40,1,292
1,3,30,51,1,293
2,3,58,10,1,293
3,4,59,40,1,293
4,5,47,55,1,293
5,7,38,28,1,293
6,9,34,52,1,293
7,10,59,10,1,293
8,4,29,3,1,293
9,5,19,52,1,293
1,3,50,15,1,294
2,3,27,23,1,294
3,4,42,45,1,294
4,8,41,35,1,294
5,5,45,60,1,294
6,7,34,15,1,294
7,9,43,46,1,294
8,2,15,33,1,294
9,5,53,0,1,294
1,3,25,12,1,295
2,3,56,33,1,295
3,4,42,27,1,295
4,8,50,17,1,295
5,5,14,8,1,295
6,7,51,59,1,295
7,8,19,16,1,295
8,9,35,14,1,295
9,7,58,7,1,295
10,10,26,50,1,295
11,2,38,8,1,295
12,5,40,7,1,295
13,4,56,6,1,295
14,5,26,4,1,295
1,3,16,27,1,296
2,3,41,43,1,296
3,8,49,4,1,296
4,2,25,8,1,296
5,5,24,50,1,296
6,7,52,3,1,296
7,9,35,27,1,296
8,10,37,49,1,296
9,5,46,53,1,296
10,10,23,39,1,296
11,2,27,45,1,296
12,6,20,44,1,296
13,5,21,1,1,296
14,9,40,47,1,296
1,3,18,33,1,297
2,3,30,7,1,297
3,4,27,57,1,297
4,8,39,4,1,297
5,5,24,45,1,297
6,7,47,50,1,297
7,9,29,29,1,297
8,5,44,19,1,297
9,2,34,9,1,297
10,5,47,49,1,297
1,3,36,14,1,298
2,3,53,21,1,298
3,5,17,14,1,298
4,7,22,5,1,298
5,9,57,34,1,298
6,4,14,26,1,298
7,5,57,30,1,298
8,5,49,17,1,298
1,3,48,55,1,299
2,9,53,56,1,299
3,5,48,27,1,299
4,5,60,1,1,299
5,9,46,25,1,299
6,8,42,46,1,299
7,9,51,27,1,299
1,3,45,24,1,300
2,3,44,10,1,300
3,4,25,50,1,300
4,5,51,20,1,300
5,7,45,36,1,300
6,9,47,22,1,300
7,5,29,26,1,300
8,5,41,16,1,300
9,5,19,36,1,300
1,3,42,12,1,301
2,9,45,36,1,301
3,5,17,3,1,301
4,2,42,55,1,301
5,5,15,3,1,301
6,9,33,43,1,301
7,8,17,24,1,301
8,9,54,8,1,301
1,3,22,19,1,302
2,9,28,35,1,302
3,5,14,15,1,302
4,5,30,58,1,302
5,9,47,0,1,302
6,3,29,22,1,302
7,8,39,5,1,302
8,9,17,18,1,302
1,3,26,5,1,303
2,2,47,53,1,303
3,3,25,4,1,303
4,8,35,17,1,303
5,2,54,15,1,303
6,5,27,56,1,303
7,7,39,16,1,303
8,9,26,7,1,303
9,5,38,37,1,303
10,10,41,10,1,303
11,2,27,34,1,303
12,5,17,25,1,303
13,6,39,36,1,303
14,8,53,58,1,303
15,5,44,51,1,303
16,1,51,5,1,303
17,4,16,59,1,303
1,3,48,16,1,304
2,2,17,17,1,304
3,3,29,59,1,304
4,4,29,0,1,304
5,8,42,37,1,304
6,2,51,7,1,304
7,5,14,2,1,304
8,7,32,41,1,304
9,9,38,53,1,304
10,2,39,2,1,304
11,4,22,14,1,304
12,5,37,50,1,304
13,10,23,55,1,304
1,3,43,49,1,305
2,8,46,6,1,305
3,3,36,17,1,305
4,4,60,40,1,305
5,5,55,37,1,305
6,7,57,37,1,305
7,9,19,18,1,305
8,5,53,57,1,305
9,5,43,10,1,305
10,4,38,17,1,305
11,5,36,20,1,305
1,3,32,18,1,306
2,3,54,52,1,306
3,4,21,38,1,306
4,8,20,45,1,306
5,2,19,3,1,306
6,5,41,48,1,306
7,7,24,33,1,306
8,9,53,23,1,306
9,10,43,60,1,306
10,10,21,17,1,306
11,5,49,32,1,306
12,4,15,2,1,306
13,5,27,19,1,306
14,10,53,55,1,306
1,7,16,15,1,307
2,3,39,59,1,307
3,6,49,12,1,307
4,5,53,7,1,307
5,7,52,11,1,307
6,9,58,6,1,307
7,1,60,1,1,307
8,10,41,21,1,307
9,2,20,5,1,307
10,3,13,59,1,307
11,4,34,1,1,307
12,5,40,47,1,307
13,8,59,20,1,307
14,9,60,57,1,307
1,3,32,22,1,308
2,3,25,37,1,308
3,4,37,46,1,308
4,8,31,10,1,308
5,2,18,57,1,308
6,5,60,35,1,308
7,7,49,31,1,308
8,9,56,17,1,308
9,5,16,34,1,308
10,10,23,29,1,308
11,2,49,12,1,308
12,5,56,7,1,308
13,4,24,47,1,308
14,8,42,28,1,308
1,3,33,14,1,309
2,3,38,41,1,309
3,8,20,21,1,309
4,5,40,38,1,309
5,7,48,5,1,309
6,9,26,20,1,309
7,5,31,40,1,309
8,10,39,20,1,309
9,5,23,37,1,309
1,3,57,40,1,310
2,9,51,37,1,310
3,5,33,42,1,310
4,2,22,38,1,310
5,5,27,49,1,310
6,7,21,55,1,310
7,9,23,16,1,310
8,10,38,48,1,310
9,8,19,46,1,310
10,8,47,14,1,310
11,9,31,48,1,310
1,3,18,30,1,311
2,3,46,36,1,311
3,4,46,38,1,311
4,8,24,0,1,311
5,2,24,19,1,311
6,5,57,59,1,311
7,7,16,59,1,311
8,8,54,37,1,311
9,9,38,31,1,311
10,1,17,34,1,311
11,10,31,32,1,311
12,2,20,4,1,311
13,5,28,48,1,311
14,9,59,42,1,311
1,3,20,13,1,312
2,3,29,39,1,312
3,8,45,9,1,312
4,5,36,57,1,312
5,7,55,21,1,312
6,9,52,54,1,312
7,5,13,52,1,312
8,10,14,33,1,312
9,2,59,5,1,312
10,5,53,43,1,312
11,4,56,55,1,312
12,5,54,24,1,312
1,3,28,23,1,313
2,3,48,10,1,313
3,4,38,49,1,313
4,5,41,46,1,313
5,7,19,14,1,313
6,9,19,12,1,313
7,2,39,35,1,313
8,4,43,14,1,313
9,5,40,10,1,313
10,5,44,5,1,313
11,10,16,59,1,313
1,3,24,22,1,314
2,3,25,14,1,314
3,4,47,59,1,314
4,2,29,12,1,314
5,5,44,12,1,314
6,7,38,40,1,314
7,9,31,0,1,314
8,8,40,3,1,314
9,5,31,25,1,314
1,3,41,46,1,315
2,9,34,10,1,315
3,1,13,52,1,315
4,2,24,50,1,315
5,5,60,26,1,315
6,9,27,11,1,315
1,3,53,27,1,316
2,3,30,46,1,316
3,8,18,22,1,316
4,5,49,2,1,316
5,7,59,47,1,316
6,9,17,19,1,316
7,5,21,30,1,316
8,10,24,49,1,316
9,2,15,3,1,316
10,8,17,54,1,316
11,5,34,10,1,316
1,3,17,15,1,317
2,3,25,25,1,317
3,4,31,11,1,317
4,8,30,57,1,317
5,5,59,16,1,317
6,7,30,48,1,317
7,9,25,28,1,317
8,5,14,41,1,317
9,7,59,3,1,317
10,10,55,43,1,317
11,5,40,47,1,317
12,5,43,20,1,317
1,3,44,12,1,318
2,9,50,34,1,318
3,10,34,19,1,318
4,5,57,1,1,318
5,9,41,12,1,318
1,3,21,58,1,319
2,3,51,13,1,319
3,4,58,41,1,319
4,9,45,33,1,319
5,8,58,31,1,319
6,2,19,22,1,319
7,5,26,36,1,319
8,7,15,3,1,319
9,9,21,17,1,319
10,10,35,33,1,319
11,10,38,41,1,319
12,1,49,2,1,319
13,5,29,17,1,319
14,4,20,6,1,319
15,5,27,32,1,319
16,8,33,50,1,319
1,3,31,18,1,320
2,9,48,31,1,320
3,5,36,21,1,320
4,9,43,1,1,320
5,7,38,24,1,320
6,9,14,6,1,320
1,3,40,20,1,321
2,3,58,5,1,321
3,8,50,25,1,321
4,2,17,26,1,321
5,5,18,33,1,321
6,7,39,10,1,321
7,8,35,47,1,321
8,9,51,8,1,321
9,10,26,33,1,321
10,2,51,33,1,321
11,6,60,39,1,321
12,5,26,14,1,321
13,4,58,37,1,321
14,10,49,56,1,321
1,3,16,42,1,322
2,3,14,5,1,322
3,6,41,23,1,322
4,8,51,41,1,322
5,2,19,27,1,322
6,5,30,38,1,322
7,7,45,24,1,322
8,8,54,35,1,322
9,9,35,25,1,322
10,4,49,42,1,322
11,2,60,22,1,322
12,6,22,52,1,322
13,5,38,49,1,322
14,4,57,10,1,322
1,3,55,10,1,323
2,3,26,60,1,323
3,5,55,36,1,323
4,7,16,49,1,323
5,9,59,20,1,323
6,4,57,48,1,323
7,5,50,26,1,323
8,5,37,19,1,323
1,3,53,44,1,324
2,9,15,4,1,324
3,5,33,56,1,324
4,5,24,30,1,324
5,7,24,37,1,324
6,9,54,3,1,324
7,3,57,23,1,324
8,9,19,1,1,324
1,3,60,46,1,325
2,3,58,22,1,325
3,4,36,49,1,325
4,9,33,55,1,325
5,8,14,48,1,325
6,5,19,43,1,325
7,7,51,51,1,325
8,9,43,14,1,325
9,5,16,10,1,325
10,1,27,8,1,325
11,5,46,8,1,325
12,5,49,43,1,325
1,3,54,22,1,326
2,3,31,34,1,326
3,4,15,28,1,326
4,8,57,9,1,326
5,5,59,39,1,326
6,7,52,12,1,326
7,8,57,6,1,326
8,9,55,34,1,326
9,10,57,28,1,326
10,2,50,14,1,326
11,5,46,21,1,326
12,5,60,57,1,326
13,4,49,18,1,326
14,10,54,15,1,326
1,3,30,57,1,327
2,3,33,46,1,327
3,5,40,14,1,327
4,7,27,51,1,327
5,9,26,47,1,327
6,8,15,44,1,327
7,3,58,30,1,327
8,5,42,7,1,327
9,5,23,7,1,327
1,3,20,15,1,328
2,3,40,13,1,328
3,4,46,48,1,328
4,2,16,44,1,328
5,5,50,23,1,328
6,7,18,27,1,328
7,9,21,49,1,328
8,2,23,2,1,328
9,5,48,50,1,328
10,5,13,17,1,328
11,5,22,12,1,328
1,3,34,50,1,329
2,9,16,11,1,329
3,5,28,6,1,329
4,5,48,23,1,329
5,9,48,5,1,329
6,8,23,23,1,329
7,9,22,15,1,329
1,3,35,48,1,330
2,3,49,2,1,330
3,4,51,57,1,330
4,8,41,12,1,330
5,5,52,20,1,330
6,7,28,5,1,330
7,9,51,20,1,330
8,5,14,2,1,330
9,10,45,46,1,330
10,5,32,46,1,330
11,5,44,54,1,330
12,4,53,32,1,330
13,10,36,16,1,330
1,3,52,6,1,331
2,3,42,43,1,331
3,5,58,14,1,331
4,7,19,54,1,331
5,9,20,33,1,331
6,4,60,47,1,331
7,5,13,16,1,331
1,3,28,55,1,332
